GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US07023,ZCTA5 07023,2506,174,3,2.1,0.7,1.1,2.9,2.7,2.2,2.1,5.4,2.9,8.3,4.7,13.1,5.7,15.7,5,19.9,5.4,28.9,7.2,147905,26765,170170,22440,26.3,(X),(X),(X),(X),(X),2056,120,0.5,0.8,0,1.7,2.5,2.8,0.7,1.2,4.5,2.9,7.9,5.3,10.7,4.9,16.3,5.3,21.5,5.7,35.2,7.8,163571,26937,190385,23604,(X),(X),24.7,(X),(X),(X),1711,171,0,2,0,2,0,2,0,2,4.6,3.5,5.3,3.2,9.2,5.4,17,5.9,21.6,6.4,42.3,7.8,188050,17023,N,N,(X),(X),(X),(X),(X),(X),450,192,14.2,10.5,4,6.1,4.4,7,9.1,9.1,9.3,10.3,9.8,10.5,23.8,16.6,12.9,11.6,12.4,10.6,0,7.5,74545,17406,76540,16351,(X),(X),(X),(X),34,(X)
8600000US07024,ZCTA5 07024,17479,404,5.8,1.4,4,1,6.6,1.4,6,1.2,7.5,1.3,14.2,1.6,13.6,1.9,18.7,1.9,10.9,1.6,12.6,1.5,83767,3776,112135,5154,39.9,(X),(X),(X),(X),(X),10033,268,1.7,0.7,2.5,1,4.6,1.3,5,1.4,6,1.6,11.6,1.6,15,2.5,20.9,2.6,15,2.4,17.7,2.4,106798,3957,138492,7254,(X),(X),43.1,(X),(X),(X),8038,359,1.8,0.9,1.7,0.8,2.2,0.8,4.8,1.7,5.8,1.6,11.2,1.7,12.5,2.7,22.5,2.9,16.2,2.9,21.1,3,120485,7896,N,N,(X),(X),(X),(X),(X),(X),7446,487,11.3,2.7,6,1.8,9.5,2.8,7.3,1.8,9.6,2.2,18,3.1,12,2.3,16.4,2.9,5.3,1.7,4.6,1.3,57850,5184,74532,6075,(X),(X),(X),(X),35.3,(X)
8600000US07026,ZCTA5 07026,11563,386,7.1,1.5,4.4,1.4,8.6,1.7,8.6,1.7,13.3,2.1,16.3,2.2,15.6,2.1,11.9,2.1,7.7,1.9,6.4,1.6,62867,3593,81174,5040,54.3,(X),(X),(X),(X),(X),8068,338,5.2,1.6,3.4,1.6,6.8,1.8,9.2,2.3,12.7,2.6,17.5,2.7,15.1,2.5,13.8,2.5,9.6,2.3,6.7,1.6,68567,6272,86746,5390,(X),(X),57.5,(X),(X),(X),5105,339,3.8,1.8,0.7,0.8,4.2,1.8,7.5,2.6,12.3,3.5,16,3.7,16.3,3.2,17.8,3.3,12.2,3.1,9.1,2.3,82548,9122,N,N,(X),(X),(X),(X),(X),(X),3495,405,11.9,3.7,9.2,3.5,14.6,4.1,8.3,3.5,16.1,4.2,13.5,3.5,11.4,4.2,6.7,3.4,4.1,3,4.1,4.3,40831,3135,61019,14116,(X),(X),(X),(X),42.9,(X)
8600000US07027,ZCTA5 07027,1725,101,1.3,1.6,3,3,5.2,4.2,2.3,1.8,7.7,4.1,16.8,5.7,18.9,5.8,19,5.5,15.5,5.2,10.3,3.9,88892,7437,115725,13355,32.3,(X),(X),(X),(X),(X),1067,87,2.2,2.6,0,3.2,3.4,3.5,0,3.2,3.6,2.7,19.7,7.1,18.6,6.7,26.9,7.4,11,5.2,14.8,6,108750,18264,132186,19335,(X),(X),40.1,(X),(X),(X),839,115,1.3,2.1,0,4.1,1.8,2.2,0,4.1,3.3,3,19,8.2,18,6.9,28.4,7.9,13.9,6.5,14.3,6.2,112847,10045,N,N,(X),(X),(X),(X),(X),(X),658,137,0,5.2,7.9,7.9,8.1,9,5.9,4.8,14.3,9.3,16.9,9.6,20.8,10.1,3.2,3.2,19.9,10.1,3,3.6,68750,16055,82829,14191,(X),(X),(X),(X),19.6,(X)
8600000US07028,ZCTA5 07028,2495,101,0.8,1.3,0.5,0.8,3.4,3.5,1.6,1.6,2.3,2.1,5.1,2.9,9.7,4.3,11.8,4.2,15.1,4.5,49.8,6.3,198625,27831,268371,28774,32.5,(X),(X),(X),(X),(X),2141,89,0,1.6,0.6,1,3.3,3.9,1.3,1.7,1.6,1.8,0.9,1.2,8.2,4.8,13.4,4.7,15.7,4.9,55.2,7,214280,21955,293368,31754,(X),(X),27,(X),(X),(X),1912,118,0,1.8,0.6,1.1,0,1.8,1.5,1.9,1.2,1.7,1,1.3,8.2,5.1,11.9,4.9,17.6,5.3,58.1,7.2,223542,28859,N,N,(X),(X),(X),(X),(X),(X),354,121,5.9,9,0,9.4,4.2,7,3.4,5.6,9.6,11.3,30.2,16.8,15.5,12.7,2.3,4.2,11.6,9.8,17.2,17.7,70921,32377,113671,44884,(X),(X),(X),(X),55.1,(X)
8600000US07029,ZCTA5 07029,7266,227,6.7,1.7,2.4,1.1,7.4,1.8,8.5,2,10.9,2.3,17.8,2.6,11.9,2.1,19.2,2.4,9.1,1.8,6.1,1.5,69389,6477,88365,5662,35.3,(X),(X),(X),(X),(X),4935,196,3.4,1.6,2.7,1.4,6,1.9,9.5,2.3,13.2,3,20.4,3.3,9.3,2.4,19.1,3,9.9,2.4,6.5,1.9,66772,6281,90793,7439,(X),(X),38.4,(X),(X),(X),3221,245,2,1.4,2,1.2,4.2,2,8.8,3,9.9,3.2,17,3.6,9.6,2.8,24.1,4,13.3,3.4,9.3,2.7,92161,13486,N,N,(X),(X),(X),(X),(X),(X),2331,219,15.1,4.2,2.4,1.5,11.8,4.5,9.9,4,7,3.6,13.1,4.2,13.3,3.8,17.6,4,5.9,3.2,4,1.9,54539,9950,73011,8074,(X),(X),(X),(X),25,(X)
8600000US07030,ZCTA5 07030,25182,520,4.8,1,2.8,0.9,3.8,0.9,3.1,0.8,3.9,0.9,7.1,1.2,9.6,1.3,15.4,1.4,15,1.3,34.7,1.8,147620,7822,189092,6668,28.9,(X),(X),(X),(X),(X),10584,515,3.1,1.6,0.9,0.6,1.6,1.2,3.7,1.5,4.4,1.5,4.8,1.6,5.5,1.9,10.5,2,14.1,2.2,51.3,3.3,205723,10568,253877,15904,(X),(X),30.3,(X),(X),(X),8466,460,0.4,0.4,0.3,0.3,0.6,0.5,0.5,0.4,3.8,1.6,2.7,0.9,4.3,1.9,10.6,2.2,15.6,2.5,61.1,3.7,231615,13206,N,N,(X),(X),(X),(X),(X),(X),14598,793,6.1,1.3,4.2,1.4,5.2,1.4,2.7,0.9,3.5,1.1,8.9,1.9,12.6,1.8,19.1,2,15.8,1.9,22,2.2,117201,10165,140562,6203,(X),(X),(X),(X),27.4,(X)
8600000US07031,ZCTA5 07031,6384,247,2.6,1.8,1.9,1,8.3,2.7,7.2,2.8,11.6,3.5,12.9,3.3,12.7,3.4,18.6,3.3,9.1,2.3,15.1,3.9,84527,7752,107556,7679,44.1,(X),(X),(X),(X),(X),4373,215,2.2,2.8,1.2,1.2,4.5,2.3,4.8,2.7,10.9,3.6,11.3,3.6,13.7,4.5,21.6,4.7,11.7,3.2,18.1,4.6,102753,8740,124060,9562,(X),(X),46.6,(X),(X),(X),3274,255,0,1.1,0.7,1.2,3.4,2.2,2.1,1.4,11.6,4.7,11.1,3.8,13.6,5,22.9,5.1,10.9,3.4,23.8,5.8,114432,13131,N,N,(X),(X),(X),(X),(X),(X),2011,298,3.5,2.7,3.5,2.3,16.4,6.9,13.5,8,14.4,7.4,15.9,6.5,9.5,5.1,13.1,5.4,2.6,2.4,7.6,5.8,46856,14628,68968,12337,(X),(X),(X),(X),37.6,(X)
8600000US07032,ZCTA5 07032,13351,485,3.7,1.1,2.9,1,6.8,1.2,7.1,1.4,13.6,2,19.6,2.3,14.4,1.9,17.4,2.1,8.8,1.5,5.6,1.2,70658,2863,85931,3170,38.2,(X),(X),(X),(X),(X),10125,322,2.7,1.2,2.2,1,5.7,1.6,7,1.7,12.8,2.4,20.6,2.8,14,1.9,19.2,2.3,9.1,1.7,6.7,1.6,73542,3842,91090,3795,(X),(X),38.7,(X),(X),(X),6777,416,1,0.7,1,0.8,2.5,1,6.9,2.2,12,2.7,19.7,3.3,13.7,2.2,23.9,3,10.8,2.2,8.5,2.2,87446,6823,N,N,(X),(X),(X),(X),(X),(X),3226,392,9.1,3.4,5.5,2.6,14,3.4,8.6,2.7,17.9,4.8,15.4,4.1,10.8,3.5,11.3,3.9,5.8,2.8,1.5,1.3,46048,5690,60601,6303,(X),(X),(X),(X),35.8,(X)
8600000US07033,ZCTA5 07033,2733,223,2.1,2,2.7,2.8,4.4,3.2,9.9,4.6,4.4,2.6,19.1,5.2,10.3,3.7,26.9,7,11.9,4.7,8.5,3.9,93208,13956,101670,9162,28.3,(X),(X),(X),(X),(X),2081,153,2.7,2.7,0,1.7,2.9,3.6,10.9,5.6,4.7,4.2,15.1,6.2,10,4.6,32.6,7.8,12.4,5.1,8.6,4.5,101419,8548,105403,9036,(X),(X),30.5,(X),(X),(X),1467,184,1.1,1.7,0,2.4,1,1.5,9.7,6.8,1.3,2.1,9.3,5.5,9.5,5.1,39.4,10.5,16.6,7.4,12.2,6.5,119779,15157,N,N,(X),(X),(X),(X),(X),(X),652,208,0,5.2,11.2,11.2,8.9,7.4,9.2,7,11,7.7,24.1,13.2,8.7,7.6,15,13.5,7.2,10.8,4.6,5.9,64259,12597,74789,17335,(X),(X),(X),(X),18.4,(X)
8600000US07034,ZCTA5 07034,3318,147,2.6,1.3,1.4,1.3,4.4,2.4,4.4,2.1,11.1,3.5,15.2,4.1,15.7,4.6,28.9,5,6.3,2.4,10,3.5,86799,11173,104651,9700,37.1,(X),(X),(X),(X),(X),2302,183,2.1,1.5,0,1.5,1.9,1.7,2.6,2,8.6,4.4,10.3,4,18.9,6.1,35.3,6.9,8.9,3.4,11.4,4.5,108202,7922,120242,12588,(X),(X),44.3,(X),(X),(X),1959,188,2.5,1.7,0,1.8,1.8,1.9,2.5,2,7.8,3.9,9.3,4.5,18,5.8,35.4,7.4,10.4,4.1,12.4,5.1,111378,6808,N,N,(X),(X),(X),(X),(X),(X),1016,186,3.6,2.4,4.5,4.3,10.9,6.7,8.4,5.2,19.8,7.7,22.3,8.2,8.7,6.4,15.8,6.7,2.4,3,3.5,3.1,54392,9558,66461,12305,(X),(X),(X),(X),20.9,(X)
8600000US07035,ZCTA5 07035,3726,201,1.1,1.1,0,0.9,3.5,2.1,3.5,1.5,9.6,3,16.8,4.5,16.6,3.6,24.4,4.4,16.1,4.1,8.4,3.6,98136,8873,112144,7881,32,(X),(X),(X),(X),(X),2664,160,1.2,1.6,0,1.3,1.8,1.6,2,1.7,5.9,3.3,15,4.7,17.5,4.1,27.4,5.3,19,4.6,10.3,4.6,109583,11646,123987,8953,(X),(X),33.5,(X),(X),(X),1946,214,0.4,0.7,0,1.8,1.2,1.3,2.8,2.3,5,3.1,11.3,4.4,18.3,5.4,26.2,6.3,21,5.4,13.8,6.2,125236,19033,N,N,(X),(X),(X),(X),(X),(X),1062,207,0.8,1.1,0,3.2,7.8,5.6,7.3,4.5,18.9,9.1,21.5,8.9,16.4,6.9,19.3,8.7,5,4.7,3,2.8,69722,8204,78863,10786,(X),(X),(X),(X),26.2,(X)
8600000US07036,ZCTA5 07036,15406,389,3.7,1.1,3,0.9,7,1.4,7.9,1.4,11.7,1.5,17.5,2.1,19.1,2,18,2,8.1,1.4,4.1,0.9,72432,5980,84502,3143,47.9,(X),(X),(X),(X),(X),10836,268,1.9,0.9,1.7,0.8,3.9,1.2,6.6,1.7,11,2,17.8,2.3,21.8,2.2,20.3,2.5,10.2,2,4.8,1.1,82908,2817,93971,3788,(X),(X),50.6,(X),(X),(X),6732,394,0.4,0.4,0.7,0.7,2.4,1.3,4.7,1.9,9.5,2.3,16.2,3,23.4,3.2,23.4,3,12.6,2.4,6.7,1.5,92697,3818,N,N,(X),(X),(X),(X),(X),(X),4570,374,8.6,2.8,8,2.7,15.4,4,14.2,3.4,14,3.2,17.5,4,11.6,2.9,8.2,3.3,0.9,0.7,1.5,1,38205,4889,52496,4672,(X),(X),(X),(X),35.4,(X)
8600000US07039,ZCTA5 07039,10225,226,1.3,0.6,1.9,1.3,3.5,1.2,1.9,0.7,4.9,1.5,6.2,1.7,6.8,1.9,16.8,2.4,14.1,2.1,42.6,2.6,166629,9309,220781,10876,38,(X),(X),(X),(X),(X),8354,196,0.3,0.3,1.1,1.2,1.3,0.5,1.4,0.7,3.3,1.5,3.1,1.3,6.3,1.8,17.3,2.4,15.3,2.4,50.6,3.2,201992,11092,251277,13568,(X),(X),38.6,(X),(X),(X),7596,238,0.3,0.3,0.2,0.3,0.9,0.4,0.8,0.5,3,1.6,2.8,1.3,5.9,1.9,16.1,2.6,16.1,2.6,53.9,3.2,213100,8514,N,N,(X),(X),(X),(X),(X),(X),1871,235,5.8,3,5.5,4.7,13.5,5.9,4.4,2.9,12.7,5.2,20.6,6.8,8.8,4.9,15.3,5.4,7.5,4,6,3.2,56754,4689,81187,11287,(X),(X),(X),(X),35.1,(X)
8600000US07040,ZCTA5 07040,7945,257,2.7,1.4,0.7,0.6,5.1,1.9,5.7,2,4.6,1.6,11.7,2.4,7.3,1.9,15.6,2.8,12.4,2.4,34.2,3,138870,10468,182630,8428,33.4,(X),(X),(X),(X),(X),6007,224,2.2,1.6,0.5,0.6,2.2,2.2,3,1.8,2.9,1.5,9.4,2.8,7.1,1.8,16.7,3.2,14.7,3,41.3,3.8,176023,20163,213200,10407,(X),(X),34.4,(X),(X),(X),4663,230,0.4,0.5,0.6,0.8,0.6,0.7,2.9,1.9,2,1.3,6.1,2.5,4.8,1.7,17.8,3.6,16,3.3,48.7,4.7,196397,11994,N,N,(X),(X),(X),(X),(X),(X),1938,259,4.4,3.5,1.4,1.7,18.1,7,14.3,5.4,9.6,4.7,16.4,5,8.5,4.6,11.9,5.9,5.7,2.9,9.7,4.7,52500,16952,80222,13092,(X),(X),(X),(X),29.6,(X)
8600000US07041,ZCTA5 07041,2513,138,3.1,2.1,0.4,0.6,5.3,2.6,5.9,2.8,5.4,2.4,9.6,3.1,12.7,4.4,9.1,3.1,11.5,3.8,36.9,4.2,134732,34107,203057,20468,27.2,(X),(X),(X),(X),(X),1842,154,1.4,1.2,0,1.9,2.4,2.4,4.1,3.3,3.1,2,7.3,4.4,12.2,4.6,7.3,2.8,13,4.4,49.2,6.2,196667,34198,246502,28185,(X),(X),26.8,(X),(X),(X),1530,150,0.5,0.7,0,2.3,1,1,4.4,4,0.7,1,6.9,4.2,12.6,5.3,6.9,3.1,12,4.8,55,7.4,217000,26898,N,N,(X),(X),(X),(X),(X),(X),671,129,7.6,6.9,1.5,2.3,13.4,7.1,11,6.2,11.6,7.1,15.9,9.4,14.2,9.2,14.2,7.9,7.6,6.9,3,3.3,57361,18137,80404,21911,(X),(X),(X),(X),28.3,(X)
8600000US07042,ZCTA5 07042,10436,282,5.3,1.3,3.9,1.4,5,1.5,5.2,1.6,6.7,1.5,11.5,2,8.8,1.6,18.2,2.5,12,2,23.4,2.3,108708,6992,160971,11573,33.4,(X),(X),(X),(X),(X),6115,263,2.4,1.1,1.6,0.9,3.2,1.6,5.3,2.2,5.8,2,10.3,2.5,7.7,2.2,16.7,3.1,12.3,2.4,34.6,3.5,141410,12910,203643,17416,(X),(X),34.8,(X),(X),(X),4387,262,0,0.8,0.3,0.4,1.6,1.2,3.8,2,4.4,2.3,3.5,1.6,6.5,2.4,19.3,3.8,14.4,2.8,46.3,4.5,186287,15304,N,N,(X),(X),(X),(X),(X),(X),4321,346,9.6,2.6,7.1,3,8,2.8,5.4,2.1,7.6,2.3,14.9,3.5,10.9,3.1,19.5,4.1,9.9,3.1,7.1,2.5,69332,9484,96171,11769,(X),(X),(X),(X),30.6,(X)
8600000US07043,ZCTA5 07043,4132,149,1.1,1,0.2,0.3,2.1,1.2,1,1,4.4,1.6,7.9,2.6,7.3,2,14.2,2.4,9.4,2.8,52.4,4,205735,13541,278698,19046,28,(X),(X),(X),(X),(X),3396,160,1.1,1.1,0,1,1,0.9,1.1,1.2,2.4,1.4,5.4,2,6.1,2,13.5,2.7,9.4,2.9,60,4.4,231944,18549,310593,23820,(X),(X),28.6,(X),(X),(X),3025,166,1,1.2,0,1.1,0.7,0.7,0.5,0.7,1.6,1.4,5.6,2.2,5,1.9,12.6,2.9,9,2.9,64.1,4.6,249432,22460,N,N,(X),(X),(X),(X),(X),(X),736,120,1.1,1.7,1,1.5,7.1,5.4,1,1.5,13.3,7.2,19.4,10.5,14,7.4,19,7.1,9.2,6.4,14.9,7.2,81071,26128,118362,24984,(X),(X),(X),(X),23.8,(X)
8600000US07044,ZCTA5 07044,5310,189,1.7,1,1.1,1,5.9,2.1,6.4,2.3,4.9,2.3,9.3,2.8,10,2.8,20.1,3.7,18.3,3.6,22.4,3.7,125000,15676,150367,10994,31.6,(X),(X),(X),(X),(X),3641,218,0,1,0.7,1.1,1.6,1.2,4,2.5,3.7,2.1,7.4,3.3,7.4,2.9,22.4,4.4,23.5,4.8,29.3,5.2,153534,5486,181602,14995,(X),(X),31.4,(X),(X),(X),3240,251,0,1.1,0,1.1,0.8,1,3,2.4,2.9,2,6,2.7,6.2,2.6,24,4.8,24.9,5.1,32.2,5.4,158750,9436,N,N,(X),(X),(X),(X),(X),(X),1669,184,5.4,3.2,1.8,2,15.3,6.1,11.7,5.3,8.3,5.8,13.4,5,16.5,6.8,13.5,5.3,7.6,4.3,6.5,3.7,67250,19646,80615,12026,(X),(X),(X),(X),31.2,(X)
8600000US07045,ZCTA5 07045,3883,222,2.4,1.5,1,0.8,4.5,2.2,2.7,1.6,5.5,2.1,7.6,2.7,9.5,2.9,13.7,3.6,15.1,3.9,38,4.4,169095,24303,205236,16929,36.4,(X),(X),(X),(X),(X),3129,211,1,1.5,0.8,0.9,1.9,1.1,1.5,1,2.6,1.7,6.2,3.2,8.7,3.1,14.3,4.6,17.2,4.9,45.9,5.1,189299,17237,234664,21032,(X),(X),35.9,(X),(X),(X),2796,215,0,1.2,0.9,1,2.1,1.2,1.4,1.1,2.3,1.6,6.5,3.5,6,2.8,13.2,4.6,18.3,5.1,49.4,5.8,199483,14289,N,N,(X),(X),(X),(X),(X),(X),754,126,8,5.2,1.7,2.4,15.6,10.1,7.7,6.3,17.5,8.1,15,7.8,11.1,7.8,11.5,6.3,6.6,4.6,5.2,3.5,47336,17542,82605,19454,(X),(X),(X),(X),38.6,(X)
8600000US07046,ZCTA5 07046,1357,63,1.2,1.3,0,2.5,1.1,1.3,4.8,3.5,3.2,2.4,6.1,3.9,4.1,2.7,8.5,3.6,13,4.6,58,6.1,242083,39943,309827,35028,31.4,(X),(X),(X),(X),(X),1213,61,0.5,0.8,0,2.8,0.5,0.7,2.4,2.5,3.5,2.6,5.9,4.4,3,2.4,8.7,3.8,12.9,5,62.7,6.6,"250,000+",***,329435,37336,(X),(X),29.3,(X),(X),(X),1053,80,0.6,0.9,0,3.3,0.6,0.9,1.4,2.2,3.1,2.5,3.8,3.1,3,2.7,8.1,4,13.6,5.3,65.8,6.8,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),144,68,6.9,10,0,21.4,6.3,10,25,21.1,0,21.4,7.6,11.2,13.2,15.2,7.6,11.4,14.6,16,18.8,18.7,-,**,143514,80256,(X),(X),(X),(X),43.8,(X)
8600000US07047,ZCTA5 07047,21794,587,6.8,1.1,4.2,1,7.7,1.3,7.1,1.5,13.5,1.8,17.3,2.5,13.1,2,16.3,1.8,8.5,2.1,5.6,1,63908,3049,85214,5382,41.7,(X),(X),(X),(X),(X),15299,422,2.5,1,2.7,1.1,7.3,1.8,7.2,1.8,12.8,2.1,19.7,3.5,14.7,2.5,18.1,2.5,8.3,2.3,6.5,1.3,71728,4499,92477,6764,(X),(X),43.5,(X),(X),(X),10059,489,0.3,0.3,1.9,0.9,3.8,1.4,6.3,2,10.4,2.3,20.2,4,16.4,3.2,20.8,3.4,10.5,3,9.5,2,86777,6762,109590,9482,(X),(X),(X),(X),(X),(X),6495,544,19.3,3,7.1,2,11.8,2.9,7.1,2.1,15.1,3.7,13.7,3.3,8.3,2.3,9.8,2.6,5.1,2.2,2.7,1.3,40095,4013,58557,5520,(X),(X),(X),(X),31.7,(X)
8600000US07050,ZCTA5 07050,11682,529,9.4,2.2,9.2,2,11.7,2.5,12,2.4,14.1,2.6,20.1,3.1,11.4,2.6,8.3,2.4,1.6,0.7,2.2,0.9,43039,3455,55552,4249,44,(X),(X),(X),(X),(X),6737,297,7.3,2.8,5.6,2.5,9.8,3.1,13.3,3.6,16.7,3.5,20.7,4.7,13.6,3.9,8.5,2.9,1.4,0.8,3.2,1.4,45637,5939,62246,6008,(X),(X),44.6,(X),(X),(X),2908,416,2.5,2.5,4.8,3.5,7.3,3.7,8,4.4,16.1,5.9,24.2,8.1,16.9,6.7,11,5.3,1.7,1.5,7.5,3.4,62639,7960,N,N,(X),(X),(X),(X),(X),(X),4945,604,12.7,3.2,14.8,3.5,15.4,4.1,11.5,3.5,12.9,3.8,15.6,4.6,8.5,3.3,7.4,2.9,1.1,0.9,0.2,0.3,30104,4847,41783,3697,(X),(X),(X),(X),38.5,(X)
8600000US07052,ZCTA5 07052,16414,441,2.3,0.9,1.9,0.7,7,1.6,5.8,1.3,7,1.3,10.1,1.7,13.4,2,18.7,2.4,12.1,1.9,21.7,2.5,105584,6271,144352,8937,39.4,(X),(X),(X),(X),(X),11844,339,1.3,0.7,1,0.6,4.1,1.3,3.9,1.2,5.1,1.2,8.9,1.8,14.4,2.3,21.1,3,13.8,2.2,26.4,3.3,123992,7022,163262,11047,(X),(X),39.7,(X),(X),(X),8685,426,0.8,0.6,0.4,0.5,2.1,1.4,2.9,1.2,5.1,1.5,6.9,1.9,11.4,1.8,22.6,3.4,17.1,2.8,30.6,3.6,144063,8851,N,N,(X),(X),(X),(X),(X),(X),4570,416,6.3,2.7,4.3,2.1,15.2,4.1,10.3,3.2,12.1,3.7,13.2,3.2,12.4,4.7,12.8,4.2,4.4,2.6,9.1,2.8,55590,12679,89531,13583,(X),(X),(X),(X),34.7,(X)
8600000US07054,ZCTA5 07054,11164,254,3.6,1,2,0.7,3.3,1.1,5.5,1.4,7.3,1.4,13.9,1.8,15,2.5,20.9,2.5,11.7,1.8,16.9,2.2,99251,4002,123959,4951,31.8,(X),(X),(X),(X),(X),7978,280,2,0.9,1,0.5,1.3,0.9,5.2,1.5,5.6,1.5,11,2,14.7,2.8,22.4,3,14,2.3,22.7,3,117500,9470,144523,6477,(X),(X),32.1,(X),(X),(X),6579,325,1.6,0.8,1,0.5,0.8,0.5,4.3,1.4,5.1,1.6,9.9,2.2,13.5,2.8,22,3.3,15.6,2.7,26.2,3.4,128083,9432,N,N,(X),(X),(X),(X),(X),(X),3186,314,8.7,2.8,4.4,1.9,8.3,2.8,6.7,3,12.3,3.7,19,4.3,16.8,5.5,16.3,4,5.8,3,1.7,1.2,60333,6752,69704,5878,(X),(X),(X),(X),28.7,(X)
8600000US07055,ZCTA5 07055,19854,502,10.7,1.7,6.4,1.1,15.4,2,12.4,1.7,12.3,1.7,15.5,1.8,9.6,1.4,10.6,1.5,4,0.9,3.1,0.6,40944,2517,60916,2338,39.5,(X),(X),(X),(X),(X),14748,396,9.4,1.8,5.4,1.3,14.3,2.1,12,1.8,13.4,1.9,15.6,2.1,9.6,1.6,12,2,4.2,1,4.1,0.8,44726,2989,66475,3258,(X),(X),39.4,(X),(X),(X),8082,419,3.5,1.4,3.1,1.2,8.8,2.2,12.3,2.5,13,2.5,17.8,3.2,12.4,2.4,16.5,2.7,6.5,1.6,5.9,1.1,61649,5974,N,N,(X),(X),(X),(X),(X),(X),5106,515,24.4,4.7,13.4,2.9,19.7,4.4,14.2,3.6,5.9,2.4,11.1,3.1,5,1.8,4.4,1.7,1.9,1.2,0,0.7,21450,2786,33248,3368,(X),(X),(X),(X),29.7,(X)
8600000US07057,ZCTA5 07057,4683,186,4.5,2,1.8,1.2,7.6,2.4,8.5,2.5,12.2,3.1,21.4,3.9,11.7,2.9,16,3,9.7,2.6,6.7,2.1,68845,5055,93022,9193,48.2,(X),(X),(X),(X),(X),3036,135,2.9,2,1.7,1.6,6,2.9,5.4,2.6,10.8,3.7,19.9,4.5,14,4.1,19.6,4.3,11.2,3.4,8.6,2.9,81173,9493,105797,12768,(X),(X),50.5,(X),(X),(X),2365,160,3,2.6,1.1,1.4,3.6,2.3,5.4,3.2,10.6,4.4,18.8,5,13.2,4.8,23,5,10.6,4.2,10.6,3.8,87342,7388,N,N,(X),(X),(X),(X),(X),(X),1647,244,8.1,4.5,2.1,1.9,12,4.6,14.9,5.5,13.3,5.8,24.2,7.6,6.9,3.6,11.5,4.2,4.3,3.8,2.7,2.2,46823,15532,66245,12260,(X),(X),(X),(X),39.7,(X)
